TransactionAmount,TransactionType,Location,Channel,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionHour,DayOfWeek,IsWeekend,TransactionToBalanceRatio,AgeGroup,Target
40.31999999999999,Debit,Milwaukee,Branch,Engineer,95.0,1.0,2686.52,16.0,2.0,0.0,0.015008257891898108,Dewasa (36-55),1
127.44999999999999,Debit,Las Vegas,Online,Doctor,197.0,1.0,1772.06,16.0,1.0,0.0,0.07192190336562906,Dewasa (36-55),0
56.170000000000016,Debit,Detroit,Branch,Student,283.0,1.0,1351.69,16.0,2.0,0.0,0.041555355476954436,Muda (0-35),0
28.310000000000002,Credit,Miami,Online,Doctor,20.0,1.0,8334.47,17.0,0.0,0.0,0.0033967362775634002,Lansia (56+),1
59.120000000000005,Debit,Baltimore,ATM,Doctor,257.0,1.0,9823.64,16.0,0.0,0.0,0.0060181352311225456,Muda (0-35),0
396.45,Debit,New York,ATM,Engineer,168.0,3.0,9690.15,16.0,0.0,0.0,0.040912675148199434,Dewasa (36-55),1
877.81,Debit,Los Angeles,Online,Student,150.0,1.0,399.0,17.0,0.0,0.0,2.2000195488231857,Muda (0-35),0
255.26,Credit,San Francisco,Branch,Doctor,50.0,1.0,14815.87,16.0,4.0,0.0,0.017228821714227932,Dewasa (36-55),1
124.75999999999999,Debit,Seattle,Branch,Engineer,45.0,1.0,5764.72,16.0,0.0,0.0,0.0216419840613275,Dewasa (36-55),1
78.13,Debit,Milwaukee,Branch,Student,145.0,1.0,900.6099999999997,16.0,1.0,0.0,0.08675221599558522,Muda (0-35),1
649.28,Debit,San Jose,ATM,Retired,137.0,1.0,4875.86,17.0,3.0,0.0,0.13316212254615134,Lansia (56+),1
795.31,Debit,Mesa,ATM,Doctor,90.0,2.0,7914.88,17.0,3.0,0.0,0.10048287523211023,Lansia (56+),1
335.63,Debit,Oklahoma City,Online,Retired,216.0,1.0,1019.3899999999999,17.0,1.0,0.0,0.32924559859759406,Dewasa (36-55),1
328.47,Debit,San Antonio,ATM,Retired,119.0,1.0,4323.66,18.0,0.0,0.0,0.07597034087547568,Lansia (56+),1
34.02000000000004,Debit,Philadelphia,Online,Doctor,19.0,1.0,14214.48,16.0,0.0,0.0,0.0023933339528893205,Dewasa (36-55),1
241.42,Credit,Charlotte,Online,Doctor,116.0,1.0,13357.02,18.0,3.0,0.0,0.01807438949148915,Lansia (56+),0
55.31999999999999,Debit,Tucson,ATM,Student,117.0,1.0,241.78999999999996,16.0,2.0,0.0,0.22879263496159907,Muda (0-35),1
304.31,Debit,Louisville,Branch,Student,33.0,1.0,868.6099999999997,16.0,2.0,0.0,0.35034094663779297,Muda (0-35),0
435.27,Debit,Chicago,Branch,Retired,90.0,1.0,4673.28,17.0,2.0,0.0,0.09314013002856023,Lansia (56+),0
164.49,Debit,Baltimore,Branch,Student,75.0,1.0,1509.27,16.0,2.0,0.0,0.1089863914432862,Muda (0-35),0
510.24,Debit,Oklahoma City,Online,Student,105.0,1.0,781.6999999999998,16.0,0.0,0.0,0.652730391799422,Muda (0-35),1
626.9,Debit,Denver,Online,Student,138.0,1.0,265.5100000000002,16.0,0.0,0.0,2.361107449408876,Muda (0-35),0
22.00999999999999,Credit,Sacramento,Online,Engineer,175.0,1.0,1335.0900000000001,16.0,0.0,0.0,0.01648576763681278,Dewasa (36-55),1
425.34,Credit,Kansas City,Online,Retired,121.0,1.0,3907.54,16.0,0.0,0.0,0.10885106515836941,Lansia (56+),0
424.56,Debit,Omaha,Online,Engineer,264.0,1.0,5183.85,17.0,1.0,0.0,0.0819005021556368,Dewasa (36-55),1
85.43,Debit,Virginia Beach,Branch,Doctor,145.0,1.0,14904.9,16.0,2.0,0.0,0.005731671750117628,Lansia (56+),1
169.5,Debit,San Diego,Branch,Student,142.0,1.0,918.8800000000001,16.0,3.0,0.0,0.18446349418477476,Muda (0-35),1
104.63,Debit,Omaha,ATM,Retired,90.0,1.0,4477.78,17.0,2.0,0.0,0.023366484426103007,Lansia (56+),1
316.95,Debit,Mesa,Branch,Student,83.0,1.0,1324.0299999999997,17.0,4.0,0.0,0.23938261264275534,Muda (0-35),1
60.53999999999999,Credit,Columbus,Branch,Retired,52.0,1.0,3534.93,17.0,3.0,0.0,0.017126218305251212,Lansia (56+),0
292.56,Credit,Dallas,Branch,Retired,61.0,1.0,4638.37,17.0,4.0,0.0,0.06307386795924691,Lansia (56+),0
386.52,Debit,Indianapolis,Branch,Engineer,28.0,1.0,5630.61,16.0,4.0,0.0,0.06864619132808145,Dewasa (36-55),0
112.07,Debit,Kansas City,Branch,Student,51.0,1.0,930.3000000000002,16.0,0.0,0.0,0.12046638668559961,Muda (0-35),0
568.52,Debit,Indianapolis,ATM,Engineer,152.0,1.0,5499.91,18.0,4.0,0.0,0.10336894542475324,Dewasa (36-55),0
263.99,Debit,Dallas,Branch,Retired,227.0,2.0,4175.02,16.0,1.0,0.0,0.0632308196773142,Lansia (56+),0
349.64,Debit,Las Vegas,Online,Engineer,226.0,1.0,6651.62,16.0,1.0,0.0,0.052564630486313046,Dewasa (36-55),0
601.4,Credit,Philadelphia,Branch,Engineer,104.0,1.0,8458.29,17.0,1.0,0.0,0.0711018336919361,Lansia (56+),1
5.769999999999982,Debit,Charlotte,Online,Doctor,124.0,1.0,13988.12,16.0,3.0,0.0,0.0004124928573323028,Dewasa (36-55),0
201.33,Credit,Nashville,Branch,Engineer,186.0,1.0,2585.07,17.0,2.0,0.0,0.077881806727939,Dewasa (36-55),1
298.42,Debit,Indianapolis,Branch,Retired,225.0,1.0,3014.75,16.0,1.0,0.0,0.09898661614176428,Lansia (56+),0
521.06,Debit,Albuquerque,Branch,Student,128.0,1.0,1951.42,18.0,1.0,0.0,0.2670156772936234,Muda (0-35),0
117.28,Credit,Austin,Online,Engineer,16.0,1.0,3665.77,16.0,3.0,0.0,0.0319932696286811,Lansia (56+),0
189.12,Credit,Indianapolis,Branch,Engineer,103.0,1.0,977.0100000000002,16.0,0.0,0.0,0.19356998027657826,Muda (0-35),0
133.55,Debit,Atlanta,ATM,Engineer,220.0,1.0,3846.28,16.0,1.0,0.0,0.034721852095569716,Dewasa (36-55),0
143.21,Debit,Dallas,Online,Engineer,135.0,1.0,6374.82,17.0,4.0,0.0,0.022464944505892787,Muda (0-35),0
24.769999999999982,Debit,Boston,ATM,Retired,55.0,1.0,5866.01,18.0,1.0,0.0,0.004222631017909789,Lansia (56+),0
233.92,Credit,Jacksonville,Online,Student,280.0,1.0,6537.62,16.0,4.0,0.0,0.03578059970132866,Muda (0-35),0
899.2,Debit,Indianapolis,Branch,Student,24.0,1.0,605.9499999999998,16.0,2.0,0.0,1.4839483720630877,Muda (0-35),0
232.12,Debit,Fort Worth,ATM,Engineer,51.0,1.0,6689.87,17.0,3.0,0.0,0.03469723108263223,Dewasa (36-55),0
211.36,Debit,Kansas City,Online,Student,113.0,1.0,634.1700000000001,17.0,0.0,0.0,0.3332855018599085,Muda (0-35),0
91.53,Debit,Milwaukee,Branch,Doctor,69.0,1.0,14676.05,16.0,0.0,0.0,0.006236691327932836,Dewasa (36-55),1
120.29000000000002,Debit,Miami,Branch,Student,77.0,1.0,1362.3900000000003,18.0,0.0,0.0,0.0882933019962698,Muda (0-35),1
174.25,Debit,Seattle,Online,Doctor,67.0,1.0,10528.34,18.0,0.0,0.0,0.01655056575390179,Dewasa (36-55),1
183.71,Debit,Denver,ATM,Engineer,102.0,1.0,552.5200000000004,18.0,0.0,0.0,0.3324941495436373,Dewasa (36-55),0
345.39,Credit,Phoenix,Branch,Engineer,80.0,1.0,6451.96,16.0,1.0,0.0,0.053532561650636135,Lansia (56+),1
899.2,Debit,Detroit,ATM,Retired,87.0,1.0,4715.84,16.0,0.0,0.0,0.19067648803256937,Lansia (56+),0
259.91,Debit,Denver,Online,Doctor,170.0,1.0,7176.86,16.0,0.0,0.0,0.03621499705790596,Dewasa (36-55),0
154.71,Debit,San Diego,Online,Doctor,157.0,1.0,1523.7200000000003,16.0,0.0,0.0,0.1015343360103326,Muda (0-35),1
899.2,Credit,Austin,Online,Engineer,30.0,1.0,8654.28,17.0,4.0,0.0,0.10390233457869001,Dewasa (36-55),0
24.560000000000002,Debit,Mesa,Branch,Doctor,69.0,1.0,9869.93,17.0,4.0,0.0,0.0024883659267729563,Lansia (56+),1
568.07,Debit,Washington,ATM,Doctor,115.0,1.0,10556.81,17.0,0.0,0.0,0.05381075781313127,Dewasa (36-55),1
9.610000000000014,Credit,San Diego,Online,Doctor,179.0,1.0,12883.91,18.0,3.0,0.0,0.0007458915231562946,Lansia (56+),1
392.96,Debit,Kansas City,Online,Student,100.0,1.0,791.6499999999996,16.0,0.0,0.0,0.4963803494216517,Muda (0-35),0
716.93,Credit,Milwaukee,Online,Retired,34.0,1.0,4064.02,16.0,3.0,0.0,0.1764090293824761,Lansia (56+),1
223.85,Debit,Kansas City,ATM,Engineer,55.0,4.0,2929.91,16.0,0.0,0.0,0.07640163813849635,Dewasa (36-55),0
230.66,Debit,Houston,Branch,Student,135.0,1.0,618.0500000000002,18.0,0.0,0.0,0.3732054474468936,Muda (0-35),0
442.12,Debit,Los Angeles,Online,Student,260.0,1.0,1375.8000000000002,16.0,3.0,0.0,0.3213546145118371,Muda (0-35),0
644.17,Debit,San Antonio,ATM,Engineer,72.0,1.0,1143.5199999999995,16.0,3.0,0.0,0.5633215306059093,Muda (0-35),1
508.68,Credit,Mesa,Branch,Engineer,127.0,1.0,7708.41,16.0,0.0,0.0,0.06599025402252164,Dewasa (36-55),1
858.6300000000001,Credit,San Francisco,Branch,Student,185.0,1.0,1872.96,17.0,1.0,0.0,0.4584345322726955,Muda (0-35),1
25.360000000000014,Debit,Louisville,ATM,Engineer,78.0,1.0,201.03999999999996,17.0,0.0,0.0,0.12614342348078253,Lansia (56+),0
147.62,Debit,Charlotte,Branch,Retired,133.0,1.0,2115.8,17.0,4.0,0.0,0.06977026667441785,Lansia (56+),0
115.01999999999998,Debit,San Antonio,Branch,Doctor,175.0,1.0,7643.66,16.0,0.0,0.0,0.015047763107233575,Dewasa (36-55),1
383.37,Debit,Fort Worth,Branch,Engineer,24.0,1.0,8901.93,17.0,1.0,0.0,0.04306593704219905,Muda (0-35),0
98.54000000000002,Credit,El Paso,Online,Student,167.0,1.0,9383.43,16.0,4.0,0.0,0.010501489274019282,Muda (0-35),0
83.24000000000001,Debit,Fort Worth,Branch,Doctor,164.0,1.0,1181.31,18.0,0.0,0.0,0.07046408608740629,Dewasa (36-55),0
196.16,Debit,Virginia Beach,Branch,Engineer,146.0,1.0,9418.86,16.0,4.0,0.0,0.02082629736228192,Muda (0-35),1
129.94,Debit,Las Vegas,ATM,Engineer,235.0,1.0,7954.92,16.0,0.0,0.0,0.016334543108599053,Muda (0-35),0
306.9,Debit,Colorado Springs,Online,Engineer,51.0,1.0,9418.08,16.0,3.0,0.0,0.03258625615982702,Dewasa (36-55),0
114.98000000000002,Debit,Seattle,Online,Retired,80.0,1.0,6144.68,16.0,2.0,0.0,0.018712118660024812,Lansia (56+),1
756.59,Debit,Sacramento,Branch,Student,17.0,1.0,420.64999999999964,16.0,0.0,0.0,1.7986169057009258,Muda (0-35),1
503.76,Debit,Los Angeles,Online,Student,35.0,1.0,447.8199999999997,18.0,0.0,0.0,1.1249137490202559,Muda (0-35),0
143.03,Debit,San Antonio,ATM,Retired,147.0,1.0,7981.45,16.0,0.0,0.0,0.017920300456646276,Lansia (56+),1
899.2,Debit,Columbus,ATM,Retired,73.0,1.0,1829.9,16.0,2.0,0.0,0.49139270375829075,Dewasa (36-55),0
245.54,Debit,New York,ATM,Student,180.0,1.0,985.0599999999995,16.0,1.0,0.0,0.24926375117886101,Muda (0-35),1
254.37,Credit,Dallas,Online,Engineer,174.0,1.0,8849.26,18.0,3.0,0.0,0.028744773151113984,Dewasa (36-55),0
213.76,Credit,Dallas,ATM,Retired,282.0,1.0,3528.72,17.0,2.0,0.0,0.06057718929889894,Lansia (56+),0
327.86,Debit,Fresno,Online,Engineer,104.0,1.0,480.15999999999985,16.0,4.0,0.0,0.6828126399270245,Dewasa (36-55),0
2.5,Debit,San Diego,Online,Doctor,107.0,1.0,12145.27,16.0,4.0,0.0,0.00020584143408575173,Dewasa (36-55),1
300.08,Credit,Austin,Online,Doctor,47.0,1.0,13546.75,17.0,0.0,0.0,0.02215143690173385,Lansia (56+),0
56.97999999999999,Credit,Oklahoma City,ATM,Engineer,122.0,2.0,5688.37,16.0,0.0,0.0,0.010016927517561697,Dewasa (36-55),1
407.65,Debit,Boston,Online,Engineer,62.0,1.0,8346.64,16.0,4.0,0.0,0.04884000641695263,Muda (0-35),0
115.82999999999998,Debit,Fresno,Branch,Engineer,167.0,1.0,6481.04,17.0,0.0,0.0,0.01787212887559267,Dewasa (36-55),0
53.56999999999999,Debit,Houston,ATM,Retired,121.0,1.0,1651.33,16.0,2.0,0.0,0.03244049799828139,Lansia (56+),0
63.34,Credit,Detroit,Online,Doctor,165.0,1.0,11174.94,16.0,4.0,0.0,0.005668038873762299,Dewasa (36-55),0
317.87,Debit,Detroit,Online,Student,91.0,1.0,145.5,16.0,1.0,0.0,2.184658524683679,Muda (0-35),0
331.65,Debit,Portland,Online,Engineer,61.0,1.0,4172.57,17.0,4.0,0.0,0.07948336888695243,Dewasa (36-55),1
5.0400000000000205,Debit,Washington,ATM,Retired,41.0,1.0,5558.36,16.0,0.0,0.0,0.0009067421133675813,Lansia (56+),1
214.54,Credit,Detroit,Online,Doctor,247.0,1.0,11151.53,17.0,4.0,0.0,0.019238613962513307,Lansia (56+),0
598.81,Debit,Philadelphia,Branch,Doctor,158.0,1.0,1415.52,16.0,0.0,0.0,0.4230315198432238,Lansia (56+),1
841.28,Debit,Tucson,Online,Student,80.0,1.0,1103.6400000000003,17.0,2.0,0.0,0.7622768635815451,Muda (0-35),1
38.150000000000006,Debit,Mesa,Online,Student,108.0,1.0,303.6800000000003,16.0,3.0,0.0,0.12562524491160132,Muda (0-35),1
899.2,Debit,San Antonio,Branch,Doctor,144.0,1.0,5541.57,16.0,1.0,0.0,0.16226445533225145,Lansia (56+),1
124.72,Debit,Oklahoma City,Branch,Engineer,105.0,1.0,6309.8,17.0,0.0,0.0,0.01976607503152636,Muda (0-35),1
302.45,Credit,San Antonio,Branch,Retired,40.0,1.0,5133.61,17.0,0.0,0.0,0.05891564436806762,Lansia (56+),1
208.04,Debit,Louisville,Online,Engineer,273.0,1.0,9344.98,17.0,0.0,0.0,0.022262217547579816,Dewasa (36-55),0
5.769999999999982,Credit,Los Angeles,Branch,Student,254.0,1.0,1117.9700000000003,17.0,4.0,0.0,0.005161135664520811,Muda (0-35),0
381.33,Debit,Albuquerque,ATM,Doctor,75.0,1.0,11835.35,16.0,0.0,0.0,0.03221957675779957,Lansia (56+),0
16.160000000000025,Debit,Milwaukee,ATM,Doctor,124.0,1.0,14401.17,16.0,0.0,0.0,0.0011221309711550442,Dewasa (36-55),1
486.08,Debit,Oklahoma City,Online,Student,68.0,1.0,1748.69,17.0,1.0,0.0,0.2779679200041631,Muda (0-35),1
336.39,Debit,San Antonio,Branch,Student,18.0,1.0,1000.46,16.0,0.0,0.0,0.3362349956669975,Muda (0-35),1
899.2,Debit,Seattle,Online,Doctor,118.0,1.0,6810.05,16.0,2.0,0.0,0.13204012715910643,Lansia (56+),1
234.57,Debit,Chicago,Online,Student,120.0,1.0,263.97999999999956,16.0,4.0,0.0,0.8885866785867165,Muda (0-35),0
6.0,Debit,Chicago,Online,Doctor,246.0,1.0,5442.76,18.0,0.0,0.0,0.001102381677240638,Muda (0-35),0
899.2,Debit,Detroit,ATM,Retired,21.0,1.0,2037.85,16.0,0.0,0.0,0.4412491394120572,Lansia (56+),0
227.14,Debit,Charlotte,ATM,Student,294.0,1.0,341.9399999999996,17.0,0.0,0.0,0.664266642490956,Muda (0-35),0
233.74,Credit,Oklahoma City,Online,Retired,17.0,1.0,1066.5899999999997,16.0,1.0,0.0,0.21914679572582182,Lansia (56+),1
211.36,Credit,Jacksonville,Branch,Retired,166.0,1.0,6077.96,16.0,0.0,0.0,0.03477482004244514,Lansia (56+),0
45.849999999999994,Debit,Los Angeles,ATM,Student,92.0,1.0,1659.15,17.0,3.0,0.0,0.027634615535294865,Muda (0-35),0
899.2,Debit,Sacramento,Branch,Retired,296.0,1.0,2042.2200000000003,17.0,2.0,0.0,0.44030494251111907,Lansia (56+),1
211.36,Debit,New York,Online,Doctor,142.0,5.0,421.9300000000003,18.0,3.0,0.0,0.5009349870002442,Dewasa (36-55),1
415.5,Debit,Memphis,ATM,Doctor,141.0,1.0,10113.66,16.0,4.0,0.0,0.04108304599096213,Lansia (56+),1
265.76,Debit,Philadelphia,Online,Retired,92.0,1.0,4446.17,17.0,0.0,0.0,0.059772779769379086,Dewasa (36-55),1
69.4,Debit,Virginia Beach,Online,Retired,113.0,1.0,6452.77,18.0,0.0,0.0,0.010755069411265333,Lansia (56+),1
332.93,Credit,Albuquerque,Branch,Engineer,293.0,1.0,2788.2,16.0,0.0,0.0,0.11940674291415863,Muda (0-35),0
267.9,Debit,San Antonio,Online,Student,160.0,1.0,596.1599999999999,16.0,0.0,0.0,0.44937525265825845,Muda (0-35),1
496.03,Debit,San Francisco,Branch,Doctor,265.0,1.0,12904.66,16.0,4.0,0.0,0.03843804963183456,Lansia (56+),1
376.26,Debit,Tucson,ATM,Engineer,245.0,1.0,9062.4,16.0,2.0,0.0,0.04151879838466649,Dewasa (36-55),1
83.01999999999998,Credit,Seattle,Online,Engineer,171.0,1.0,9009.56,17.0,0.0,0.0,0.009214655408848443,Dewasa (36-55),1
93.25999999999999,Credit,New York,Online,Student,72.0,1.0,1152.1999999999998,16.0,3.0,0.0,0.08094073863848408,Muda (0-35),1
803.3700000000001,Credit,Memphis,Branch,Doctor,129.0,1.0,12168.37,16.0,0.0,0.0,0.06602116256974741,Lansia (56+),1
35.75999999999999,Debit,Charlotte,Branch,Student,122.0,1.0,611.8599999999997,17.0,1.0,0.0,0.058444646741661915,Muda (0-35),0
28.529999999999973,Debit,Washington,Online,Doctor,99.0,1.0,8670.53,16.0,2.0,0.0,0.003290455913253748,Lansia (56+),1
139.53,Credit,Louisville,Online,Doctor,177.0,1.0,10098.86,17.0,0.0,0.0,0.013816409593121443,Dewasa (36-55),0
307.57,Debit,Detroit,Branch,Doctor,285.0,1.0,5307.74,16.0,0.0,0.0,0.05794743940972252,Muda (0-35),0
60.650000000000006,Credit,Tucson,Branch,Retired,53.0,1.0,1047.2799999999997,18.0,4.0,0.0,0.05791186892534095,Lansia (56+),1
74.86000000000001,Debit,Nashville,Branch,Doctor,125.0,1.0,6921.48,17.0,0.0,0.0,0.01081560434826015,Lansia (56+),1
211.36,Debit,Kansas City,Branch,Retired,137.0,1.0,1475.46,18.0,4.0,0.0,0.1432501435144677,Dewasa (36-55),0
231.91,Debit,Memphis,ATM,Engineer,165.0,1.0,112.76000000000022,18.0,1.0,0.0,2.0566507923838913,Muda (0-35),1
126.20999999999998,Debit,Baltimore,Branch,Retired,268.0,1.0,5669.66,16.0,1.0,0.0,0.022260590183434237,Lansia (56+),0
506.28,Credit,Chicago,Online,Retired,162.0,2.0,1309.9499999999998,17.0,1.0,0.0,0.38648773885435406,Dewasa (36-55),0
304.35,Debit,Houston,Branch,Engineer,36.0,1.0,4057.1,17.0,0.0,0.0,0.07501661900948485,Muda (0-35),0
281.85,Debit,Detroit,ATM,Student,109.0,1.0,1585.98,17.0,1.0,0.0,0.17771335217761122,Muda (0-35),0
777.88,Debit,Houston,Branch,Engineer,17.0,1.0,6825.55,16.0,0.0,0.0,0.11396589081233148,Muda (0-35),0
119.18,Debit,Los Angeles,Branch,Retired,96.0,1.0,5516.5,18.0,4.0,0.0,0.021604274158565362,Lansia (56+),0
177.19,Debit,Chicago,Online,Retired,43.0,1.0,5343.3,17.0,0.0,0.0,0.033161148885305164,Lansia (56+),0
260.88,Debit,Denver,Branch,Student,36.0,1.0,903.0500000000002,16.0,0.0,0.0,0.28888733858885046,Muda (0-35),0
169.47,Debit,Chicago,Online,Student,19.0,1.0,1806.1599999999999,16.0,2.0,0.0,0.09382884471539359,Muda (0-35),0
73.23000000000002,Debit,Portland,Branch,Student,14.0,1.0,787.7399999999998,16.0,4.0,0.0,0.09296202685908186,Muda (0-35),1
899.2,Debit,El Paso,ATM,Engineer,106.0,1.0,2429.68,18.0,4.0,0.0,0.3700897360600013,Muda (0-35),0
792.5700000000002,Debit,Baltimore,ATM,Student,164.0,1.0,770.3699999999999,16.0,0.0,0.0,1.0288159860638577,Muda (0-35),0
237.06,Debit,Phoenix,Online,Retired,46.0,1.0,1182.7699999999995,16.0,0.0,0.0,0.2004276398389883,Lansia (56+),1
34.170000000000016,Credit,Philadelphia,Online,Engineer,54.0,1.0,726.5500000000002,16.0,1.0,0.0,0.04703042181484851,Dewasa (36-55),1
740.25,Debit,Philadelphia,Online,Doctor,123.0,1.0,14464.3,17.0,2.0,0.0,0.051177723693664856,Dewasa (36-55),1
453.54,Debit,Albuquerque,ATM,Doctor,82.0,1.0,12046.3,16.0,2.0,0.0,0.03764973164791416,Lansia (56+),0
300.47,Debit,Jacksonville,Branch,Retired,100.0,1.0,7885.64,16.0,0.0,0.0,0.038103433823578836,Lansia (56+),0
110.93,Credit,Virginia Beach,Branch,Student,201.0,1.0,1952.35,16.0,4.0,0.0,0.056818676559696496,Muda (0-35),1
201.69,Debit,Las Vegas,ATM,Doctor,299.0,1.0,7328.52,16.0,1.0,0.0,0.02752124200776665,Lansia (56+),0
399.21,Debit,Portland,ATM,Engineer,109.0,1.0,3210.39,16.0,0.0,0.0,0.1243493393795335,Lansia (56+),1
899.2,Debit,Jacksonville,Online,Retired,57.0,1.0,5726.2,16.0,2.0,0.0,0.15703255963246837,Lansia (56+),0
630.36,Debit,Mesa,ATM,Retired,52.0,1.0,1363.65,16.0,3.0,0.0,0.46225903841965427,Lansia (56+),1
10.939999999999998,Credit,Philadelphia,ATM,Engineer,245.0,1.0,1241.9899999999998,17.0,0.0,0.0,0.008808437420238957,Lansia (56+),1
215.9,Debit,Los Angeles,ATM,Doctor,235.0,1.0,7873.28,16.0,2.0,0.0,0.027421858815911693,Dewasa (36-55),0
899.2,Debit,Washington,Branch,Retired,165.0,1.0,5674.32,17.0,0.0,0.0,0.15846829955513622,Lansia (56+),1
226.37,Debit,Louisville,Branch,Doctor,141.0,1.0,9840.04,17.0,0.0,0.0,0.023004985446706983,Dewasa (36-55),0
444.89,Credit,Las Vegas,Branch,Doctor,101.0,1.0,10328.23,16.0,0.0,0.0,0.04307514036043539,Dewasa (36-55),0
280.57,Credit,Virginia Beach,Online,Student,24.0,1.0,293.2399999999998,17.0,4.0,0.0,0.9567898077008332,Muda (0-35),1
488.54,Debit,Jacksonville,Branch,Engineer,132.0,1.0,7486.63,17.0,0.0,0.0,0.06525498585411783,Dewasa (36-55),0
3.3000000000000114,Credit,Los Angeles,Branch,Doctor,131.0,1.0,11385.37,16.0,0.0,0.0,0.0002898456273405514,Dewasa (36-55),0
199.39,Debit,Colorado Springs,Branch,Retired,165.0,1.0,7264.79,16.0,0.0,0.0,0.027446075186471297,Lansia (56+),0
20.360000000000014,Debit,Tucson,Branch,Retired,75.0,1.0,2762.48,17.0,0.0,0.0,0.007370186437481385,Lansia (56+),1
113.63999999999999,Debit,Detroit,Online,Retired,32.0,1.0,6675.03,17.0,1.0,0.0,0.017024640035379623,Dewasa (36-55),0
493.11,Debit,Colorado Springs,Branch,Retired,236.0,1.0,7432.99,16.0,0.0,0.0,0.066340723404616,Dewasa (36-55),0
307.41,Debit,Los Angeles,ATM,Student,14.0,1.0,1056.9999999999995,17.0,0.0,0.0,0.2908322697897164,Muda (0-35),0
11.180000000000007,Debit,Atlanta,Online,Doctor,161.0,1.0,5956.89,16.0,3.0,0.0,0.0018768179575553712,Dewasa (36-55),0
