TransactionAmount,TransactionType,Location,Channel,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionHour,DayOfWeek,IsWeekend,TransactionToBalanceRatio,AgeGroup,Target
-0.7943257263971447,1,41,1,0,0.3664858390073972,-0.20467178921058515,2.525665711434228,-0.8484042481119082,0.3667214386131676,0.0,-0.3771902291818084,1,1
-0.45734462265619896,1,36,1,3,0.32339505429007115,-0.20467178921058515,-1.0819813172710975,-0.8484042481119082,1.0312058897025889,0.0,-0.010906692144555507,2,1
-0.7173656075458761,1,29,0,2,-0.42351188081024677,-0.20467178921058515,-0.16397497876597714,0.5202530219339225,0.3667214386131676,0.0,-0.3410503774533296,1,1
0.1336850400844036,1,23,1,3,-0.5240570451506742,-0.20467178921058515,-0.9774742313610272,0.5202530219339225,1.6956903407920099,0.0,0.10164164248181604,2,1
-0.8940932971371489,0,8,1,2,-0.9693284872297098,-0.20467178921058515,-0.4071799792603863,0.5202530219339225,1.0312058897025889,0.0,-0.35383884855860787,1,0
0.03592163910615137,0,9,1,2,-0.8400561330777317,-0.20467178921058515,-0.12255132597985294,0.5202530219339225,1.6956903407920099,0.0,-0.25967616726011156,1,0
0.4125452207345475,1,16,1,1,-1.314054764968318,-0.20467178921058515,0.13339365963882713,-0.8484042481119082,1.6956903407920099,0.0,-0.2482565426781586,0,0
-0.6875435614910095,1,18,1,3,-0.9836920821354851,-0.20467178921058515,-1.0790355665094216,-0.8484042481119082,-0.9622474635656749,0.0,-0.14205897703507095,2,0
1.1420630140121988,1,16,0,1,0.46703100334782455,-0.20467178921058515,0.09968003227008423,1.8889102919797534,1.6956903407920099,0.0,-0.17709756822718506,0,0
-0.07859662108034583,1,9,1,2,1.5443006212809753,1.477516282242428,-0.24207090701510176,-0.8484042481119082,-0.29776301247625364,0.0,-0.2593545187161944,1,0
0.26471765910773554,1,19,2,1,1.5299370263752,-0.20467178921058515,0.3967597704250569,-0.8484042481119082,-0.29776301247625364,0.0,-0.28121324230760597,0,0
1.2738572175449963,0,30,1,1,-0.22242155212939194,-0.20467178921058515,0.8627842475351322,0.5202530219339225,-0.29776301247625364,0.0,-0.24322407918912303,1,1
-1.1136300528394398,1,5,2,0,0.06485034598611494,-0.20467178921058515,2.2891853801479534,-0.8484042481119082,1.0312058897025889,0.0,-0.38809107287289535,0,0
-0.32975917562308005,0,26,1,1,0.9553932301441862,-0.20467178921058515,-0.6521931857827593,0.5202530219339225,0.3667214386131676,0.0,-0.2293295612973679,0,1
0.0594105087138824,1,16,1,2,1.5155734314694247,-0.20467178921058515,-0.5413586685080733,-0.8484042481119082,-0.29776301247625364,0.0,-0.18607848191322976,1,0
0.9518272202267187,1,0,1,3,0.12230472560921632,-0.20467178921058515,-0.8156410815915119,1.8889102919797534,-0.29776301247625364,0.0,0.15827138262335902,2,0
-0.6666601125735558,0,2,2,1,-1.4864179038376222,-0.20467178921058515,-0.37343023936041436,-0.8484042481119082,1.0312058897025889,0.0,-0.3233711004548748,1,0
-0.37870100120505873,0,16,1,1,-0.2367851470351673,-0.20467178921058515,-1.0669868784115333,-0.8484042481119082,-0.9622474635656749,0.0,0.00775565846682367,2,0
-0.6014444285261525,1,1,0,1,1.443755456940548,-0.20467178921058515,-0.32686828927371353,-0.8484042481119082,-0.29776301247625364,0.0,-0.3177792879647673,0,0
-0.562723868729108,1,9,2,1,0.22284988994964372,-0.20467178921058515,0.3253601372523863,0.5202530219339225,1.6956903407920099,0.0,-0.3428979456493939,2,0
-1.037471601892872,1,4,0,2,-0.9262377025123838,-0.20467178921058515,0.1941143014337935,1.8889102919797534,-0.29776301247625364,0.0,-0.3802827773883733,1,0
-0.19912739055209852,0,17,2,3,2.3055711512870687,-0.20467178921058515,0.36735385213862465,-0.8484042481119082,1.6956903407920099,0.0,-0.3156095466585772,2,0
2.467540727644362,1,16,1,3,-1.3715091445914194,-0.20467178921058515,-1.1627005629673541,-0.8484042481119082,0.3667214386131676,0.0,2.6521888378621696,2,0
-0.20634240169440488,1,13,0,1,-0.9836920821354851,-0.20467178921058515,0.4066262298501098,0.5202530219339225,1.0312058897025889,0.0,-0.31782974496554833,0,0
-0.28955553020233915,1,18,2,3,-0.09314919797741383,-0.20467178921058515,-1.155421308458204,0.5202530219339225,-0.9622474635656749,0.0,0.2940812535815727,2,0
-0.769874855303773,1,25,1,0,-0.7251473738315289,-0.20467178921058515,2.4666346202074734,-0.8484042481119082,-0.9622474635656749,0.0,-0.3761552687885475,0,1
-0.65459501060781,1,24,1,3,-0.6102386145853262,-0.20467178921058515,-0.9675793978042941,1.8889102919797534,-0.9622474635656749,0.0,-0.2079927939507191,2,1
-0.43830500991955695,1,39,2,0,-0.7538745636430796,-0.20467178921058515,1.3967467137529308,1.8889102919797534,-0.9622474635656749,0.0,-0.3550185604293905,0,1
-0.4003861180272131,1,10,0,1,-0.2511487419409426,-0.20467178921058515,-1.1764826525642318,1.8889102919797534,-0.9622474635656749,0.0,0.292459498029047,0,0
0.24768221613284536,0,31,1,1,-0.5671478298680002,-0.20467178921058515,0.34525814195953886,-0.8484042481119082,-0.29776301247625364,0.0,-0.27922961540979113,1,1
2.467540727644362,1,11,0,2,-0.4666026655275728,-0.20467178921058515,-0.10256819887766072,-0.8484042481119082,-0.9622474635656749,0.0,0.0018258886077774231,1,0
-0.09495064633624037,1,10,2,0,0.7255757116517807,-0.20467178921058515,0.5322436697300189,-0.8484042481119082,-0.9622474635656749,0.0,-0.3147193157076511,0,0
-0.5166279642088168,1,36,2,0,0.5388489778767013,-0.20467178921058515,-0.9259648644959598,-0.8484042481119082,-0.9622474635656749,0.0,-0.1808573196594825,2,1
2.467540727644362,0,2,2,1,-1.2853275751567674,-0.20467178921058515,0.9133392117891483,0.5202530219339225,1.6956903407920099,0.0,-0.17600446872615638,0,0
-1.0383133531928075,1,23,1,0,-0.7251473738315289,-0.20467178921058515,1.2269120588496865,0.5202530219339225,1.6956903407920099,0.0,-0.38383688847552494,1,1
1.1402592612266225,1,42,0,0,-0.06442200816586315,-0.20467178921058515,1.4040904549249897,0.5202530219339225,-0.9622474635656749,0.0,-0.2786594949186505,0,1
-1.098238029069186,0,36,2,0,0.8548480658037588,-0.20467178921058515,2.0043581079456607,1.8889102919797534,1.0312058897025889,0.0,-0.38740782329317286,1,1
0.4383589272659105,1,18,2,3,-0.2798759317524933,-0.20467178921058515,-1.1147998697586659,-0.8484042481119082,-0.9622474635656749,0.0,0.6283192019430456,2,0
1.7369406826953646,0,25,2,2,-1.227873195533666,-0.20467178921058515,-0.270702985346628,-0.8484042481119082,1.0312058897025889,0.0,-0.027413086006267427,1,1
-0.2394913695537795,1,18,0,1,-0.9262377025123838,4.841892425148455,-0.5632428624328182,-0.8484042481119082,-0.9622474635656749,0.0,-0.2323629404626853,0,0
-0.21219457739872014,1,15,1,3,0.22284988994964372,-0.20467178921058515,-1.159579408482566,1.8889102919797534,-0.9622474635656749,0.0,0.37589107719751697,2,0
0.6354088982413465,1,20,2,3,2.018299253171562,-0.20467178921058515,-0.9641203332058639,-0.8484042481119082,1.0312058897025889,0.0,0.26963072452459813,2,0
1.4452938989652444,1,35,0,1,-0.682056589114203,-0.20467178921058515,-1.024036181447728,-0.8484042481119082,1.0312058897025889,0.0,0.7655049156207852,2,1
0.9022039769257447,0,23,1,1,0.10794113070344097,-0.20467178921058515,0.6693552124068002,-0.8484042481119082,-0.9622474635656749,0.0,-0.2536994800195786,0,1
2.304922393175822,0,37,1,3,0.9410296352384109,-0.20467178921058515,-0.8358795758788231,0.5202530219339225,-0.29776301247625364,0.0,0.5505550526619636,2,1
-1.0351066815740047,1,21,0,1,-0.5958750196795508,-0.20467178921058515,-1.267145741681032,0.5202530219339225,-0.9622474635656749,0.0,-0.13042475829939817,1,0
-0.5450470914304573,1,5,1,2,0.19412270013809302,-0.20467178921058515,-0.7732398109956896,0.5202530219339225,1.6956903407920099,0.0,-0.24595292215807468,1,0
-0.675718959896674,1,35,1,0,0.7973936861806574,-0.20467178921058515,0.6526531667134099,-0.8484042481119082,-0.9622474635656749,0.0,-0.3580983246336179,0,1
0.3999189512355113,1,13,1,1,-1.3715091445914194,-0.20467178921058515,0.9772197000666478,0.5202530219339225,-0.29776301247625364,0.0,-0.30067936190818584,2,0
-0.7417763952440128,0,12,2,3,0.6824849269344547,-0.20467178921058515,1.1014210128290787,-0.8484042481119082,1.6956903407920099,0.0,-0.36741521760369006,2,0
-0.8031039899536175,1,13,1,0,0.6393941422171286,-0.20467178921058515,-1.0142883774824272,1.8889102919797534,-0.9622474635656749,0.0,-0.24453104537534662,0,0
-0.3504822909595936,1,41,1,1,0.3808494339131725,-0.20467178921058515,1.11056006269652,-0.8484042481119082,1.6956903407920099,0.0,-0.34625610237572174,2,1
-0.6159145342060005,1,19,0,1,1.6592093805271781,-0.20467178921058515,0.7329416415014355,-0.8484042481119082,-0.9622474635656749,0.0,-0.35546126580509696,2,0
0.09340122787319259,1,7,2,1,-0.9836920821354851,-0.20467178921058515,1.1103588643082443,-0.8484042481119082,1.0312058897025889,0.0,-0.3221558652433445,0,0
-0.675879293477614,1,39,2,2,-0.5671478298680002,-0.20467178921058515,0.26599629484502224,-0.8484042481119082,0.3667214386131676,0.0,-0.35058878830955803,1,1
1.895911428197517,1,34,1,3,-1.4720543089318467,-0.20467178921058515,-1.2104980775153882,-0.8484042481119082,-0.9622474635656749,0.0,3.2970538760247523,2,1
0.882482946470107,1,20,2,3,-1.2135096006278907,-0.20467178921058515,-1.2034896669904551,1.8889102919797534,-0.9622474635656749,0.0,1.9164022842670836,2,0
-0.5634453698433387,1,35,0,2,0.3952130288189478,-0.20467178921058515,0.7397849661693218,-0.8484042481119082,-0.9622474635656749,0.0,-0.35221149862646317,1,1
2.467540727644362,1,8,0,2,-0.6676929942084275,-0.20467178921058515,-0.8469867586982421,-0.8484042481119082,0.3667214386131676,0.0,0.618097784905057,0,0
-0.1525504852889869,1,27,0,3,0.8692116607095342,-0.20467178921058515,-1.0649104078658689,-0.8484042481119082,-0.29776301247625364,0.0,0.12189152481199299,2,1
-0.11715684729645028,0,9,2,1,0.7830300912748821,-0.20467178921058515,0.9636336499250128,1.8889102919797534,1.0312058897025889,0.0,-0.33002839720062555,0,0
-0.27993551534593064,0,9,0,2,2.334298341098619,-0.20467178921058515,-0.40878182796704193,0.5202530219339225,0.3667214386131676,0.0,-0.26479272836322465,1,0
0.17741602428582773,1,14,2,1,-0.22242155212939194,-0.20467178921058515,-1.1951476722765673,-0.8484042481119082,1.6956903407920099,0.0,1.0103836706765292,0,0
-1.1267373230812965,1,36,2,0,-0.1793307674120659,-0.20467178921058515,1.8138283931817107,-0.8484042481119082,1.6956903407920099,0.0,-0.38851457336211687,0,1
0.06606435232289821,0,2,2,0,-1.0411464617585866,-0.20467178921058515,2.1753354665156497,0.5202530219339225,-0.9622474635656749,0.0,-0.3435404315401277,1,0
-0.9083629858408216,0,28,0,1,0.036123156174564255,1.477516282242428,0.14829265823728618,-0.8484042481119082,-0.9622474635656749,0.0,-0.36840825282064565,0,1
0.4972414348661781,1,4,2,1,-0.8256925381719563,-0.20467178921058515,0.8339845038800426,-0.8484042481119082,1.6956903407920099,0.0,-0.28884628973965004,2,0
-0.672472204882636,1,14,1,1,0.6824849269344547,-0.20467178921058515,0.3527592305890954,0.5202530219339225,-0.9622474635656749,0.0,-0.3523102189150645,0,0
-0.9220314236159688,1,15,0,2,0.021759561268788908,-0.20467178921058515,-0.8930482922807703,-0.8484042481119082,0.3667214386131676,0.0,-0.3224545743049751,1,0
-0.8828699464713388,0,11,2,0,0.653757737122904,-0.20467178921058515,1.5635350187003616,-0.8484042481119082,1.6956903407920099,0.0,-0.37732063503067065,0,0
0.13737271244602695,1,11,2,3,-0.4091482859044714,-0.20467178921058515,-1.2814720987128603,-0.8484042481119082,-0.29776301247625364,0.0,4.08818713768153,2,0
0.19260763107990614,1,32,2,1,-0.8400561330777317,-0.20467178921058515,-0.2427028763116086,0.5202530219339225,1.6956903407920099,0.0,-0.22604740457565192,0,1
-1.1165561406915974,1,42,0,2,-1.1273280311932385,-0.20467178921058515,0.1147570140581716,-0.8484042481119082,-0.9622474635656749,0.0,-0.38707818460704213,1,1
-0.2768090105175978,0,11,2,0,1.8315725193964822,-0.20467178921058515,1.5574964875855777,0.5202530219339225,1.6956903407920099,0.0,-0.3495098167028119,1,0
1.263475618179122,1,30,1,0,0.5532125727824766,-0.20467178921058515,-0.953874692202907,-0.8484042481119082,-0.9622474635656749,0.0,0.4780019927882438,1,1
2.2353777024430346,1,40,2,3,-0.5671478298680002,-0.20467178921058515,-1.0343230939149464,0.5202530219339225,0.3667214386131676,0.0,1.1732334447772672,2,1
-0.9838400190683939,1,23,2,3,-0.16496717250629056,-0.20467178921058515,-1.2406700973571774,-0.8484042481119082,1.0312058897025889,0.0,-0.13148668603308974,2,1
2.467540727644362,1,35,1,0,0.3521222441016218,-0.20467178921058515,0.11042608977721373,-0.8484042481119082,-0.29776301247625364,0.0,-0.05640022742533806,1,1
-0.6368380665186892,1,28,1,1,-0.20805795722361659,-0.20467178921058515,0.3085884459630546,0.5202530219339225,-0.9622474635656749,0.0,-0.34842886590526617,2,1
0.0755641169936017,0,35,1,2,-1.141691626099014,-0.20467178921058515,0.005194173776047933,0.5202530219339225,-0.9622474635656749,0.0,-0.2681978106027554,1,1
-0.3028632174203711,1,21,2,1,2.2050259869466413,-0.20467178921058515,1.0915029640736986,0.5202530219339225,-0.9622474635656749,0.0,-0.34331340354789336,0,0
-1.1136300528394398,0,20,1,3,1.9321176837369096,-0.20467178921058515,-1.0306267183970115,0.5202530219339225,1.6956903407920099,0.0,-0.37835945563848034,2,0
0.39174193860756396,1,0,0,0,-0.6389658043968769,-0.20467178921058515,1.7338855669068767,-0.8484042481119082,-0.9622474635656749,0.0,-0.32290731860237026,1,0
-1.0719834051902375,1,25,0,0,0.06485034598611494,-0.20467178921058515,2.395730244605943,-0.8484042481119082,-0.9622474635656749,0.0,-0.3866367780819246,0,1
0.8116155036945637,1,28,2,3,-0.7395109687373043,-0.20467178921058515,-0.8679346062775506,0.5202530219339225,-0.29776301247625364,0.0,0.18071632915756428,2,1
0.21160716042131314,1,35,1,3,-1.4576907140260715,-0.20467178921058515,-1.0609380294306838,-0.8484042481119082,-0.9622474635656749,0.0,0.3001257900799626,2,1
2.467540727644362,1,39,2,0,-0.02133122344853712,-0.20467178921058515,0.4376262584436487,-0.8484042481119082,0.3667214386131676,0.0,-0.1183403658798743,1,1
-0.19652196986182116,1,6,2,3,0.007395966363013566,-0.20467178921058515,-1.2509105794271018,-0.8484042481119082,1.6956903407920099,0.0,1.4320860943636575,2,0
-1.112708134749034,1,6,2,0,1.8172089244907068,-0.20467178921058515,0.08493838112912289,1.8889102919797534,-0.9622474635656749,0.0,-0.3866772512395885,2,0
2.467540727644362,1,11,0,2,-1.4145999293087455,-0.20467178921058515,-0.7933467524906669,-0.8484042481119082,-0.9622474635656749,0.0,0.5153362181163098,1,0
-0.22630393252145278,1,5,0,3,2.5066614799679234,-0.20467178921058515,-1.2308010584656084,0.5202530219339225,-0.9622474635656749,0.0,0.9723764851276296,2,0
-0.19984889166632908,0,28,2,2,-1.4720543089318467,-0.20467178921058515,-1.043880017358037,-0.8484042481119082,-0.29776301247625364,0.0,0.06017143032705289,1,1
-0.28955553020233915,0,17,1,2,0.6681213320286794,-0.20467178921058515,0.24878609424791023,-0.8484042481119082,-0.9622474635656749,0.0,-0.31767073825791126,1,0
-0.9529758047374164,1,20,0,3,-0.39478469099869606,-0.20467178921058515,-0.8910311494649816,0.5202530219339225,1.0312058897025889,0.0,-0.33230349546042054,2,0
2.467540727644362,1,34,1,2,2.535388669779474,-0.20467178921058515,-0.7922195256230202,0.5202530219339225,0.3667214386131676,0.0,0.5134012309616767,1,1
-0.28955553020233915,1,27,2,0,0.32339505429007115,6.524080496601467,-1.2101679058012949,1.8889102919797534,1.0312058897025889,0.0,0.6376532351302222,0,1
0.5287069001256812,1,22,0,0,0.30903145938429577,-0.20467178921058515,1.2897813962527753,-0.8484042481119082,1.6956903407920099,0.0,-0.30474299387877185,1,1
-0.07150186012374457,1,30,2,2,-0.39478469099869606,-0.20467178921058515,-0.17212867242417113,0.5202530219339225,-0.9622474635656749,0.0,-0.26644124267749414,0,1
-0.8585794089589072,1,41,2,2,-0.09314919797741383,-0.20467178921058515,0.3454670787473636,1.8889102919797534,-0.9622474635656749,0.0,-0.3668955438918258,1,1
0.19773830566999084,0,0,1,1,2.4922978850621478,-0.20467178921058515,-0.5997964824360665,-0.8484042481119082,-0.9622474635656749,0.0,-0.14423055489577785,2,0
-0.06292401354344697,1,35,2,3,0.5819397625940274,-0.20467178921058515,-1.1652258606868644,-0.8484042481119082,-0.9622474635656749,0.0,0.53198944450677,2,1
0.8514984819534243,1,37,1,0,2.0901172277004383,-0.20467178921058515,2.0097105009670946,-0.8484042481119082,1.6956903407920099,0.0,-0.31016350942365245,1,1
0.3714196572234008,1,40,0,1,1.8028453295849316,-0.20467178921058515,1.0186123992545755,-0.8484042481119082,0.3667214386131676,0.0,-0.30384998598647645,0,1
-0.8039858246487885,0,39,2,1,0.7399393065575561,-0.20467178921058515,1.0049824981821625,0.5202530219339225,-0.9622474635656749,0.0,-0.3700523868178428,0,1
-0.7629404279281118,0,27,2,3,-0.682056589114203,-0.20467178921058515,-1.0217972045115329,-0.8484042481119082,1.0312058897025889,0.0,-0.22306074814205978,2,1
2.083421551107014,0,22,1,0,0.13666832051499167,-0.20467178921058515,1.8197869608344879,-0.8484042481119082,-0.9622474635656749,0.0,-0.2536361376788117,1,1
-0.9934199505295676,1,5,1,3,0.036123156174564255,-0.20467178921058515,-1.161176098256189,0.5202530219339225,-0.29776301247625364,0.0,-0.26916304820950054,2,0
-1.0224002452844985,1,42,2,0,-0.29423952665826864,-0.20467178921058515,0.9175308448782231,-0.8484042481119082,0.3667214386131676,0.0,-0.38219312770999164,1,1
-0.5774745581756012,0,21,2,0,0.8261208759922082,-0.20467178921058515,1.285963785808572,0.5202530219339225,-0.9622474635656749,0.0,-0.36062179535275707,0,0
0.09608681535394005,1,11,1,0,2.377389125815945,-0.20467178921058515,0.050110424225315045,-0.8484042481119082,-0.9622474635656749,0.0,-0.2701819985995476,2,0
-0.8936523797895635,0,40,1,2,-0.9549648923239344,-0.20467178921058515,-1.048860967201116,1.8889102919797534,1.6956903407920099,0.0,-0.2702548948675761,1,1
-0.8366938751605776,1,26,1,0,0.07921394089189028,-0.20467178921058515,0.4663692538353779,0.5202530219339225,-0.9622474635656749,0.0,-0.3667714867959223,1,1
-0.28955553020233915,1,18,1,2,0.2515770797611944,-0.20467178921058515,-0.9384133699038829,1.8889102919797534,1.6956903407920099,0.0,-0.09536715168133218,0,0
-0.20718415299434068,1,22,0,1,0.653757737122904,-0.20467178921058515,-1.2899172720874024,1.8889102919797534,-0.29776301247625364,0.0,3.8258548662583727,2,1
